   758 	   10 	    1 	 0.300 	 0.52388 	   1.38
   758 	   50 	    1 	 0.300 	 0.51697 	   1.91
   758 	   80 	    1 	 0.300 	 0.51919 	   2.30
   758 	  100 	    1 	 0.300 	 0.51550 	   2.55
   758 	  200 	    1 	 0.300 	 0.51140 	   3.86
   758 	  500 	    1 	 0.300 	 0.51287 	   8.09
   758 	  800 	    1 	 0.300 	 0.51210 	  11.36
   758 	 1000 	    1 	 0.300 	 0.51504 	  13.75
   758 	 1500 	    1 	 0.300 	 0.51046 	  19.99
   758 	 2000 	    1 	 0.300 	 0.50427 	  26.25
   758 	 3000 	    1 	 0.300 	 0.50276 	  38.75
   758 	 4000 	    1 	 0.300 	 0.50028 	  51.56
   758 	 5000 	    1 	 0.300 	 0.49635 	  63.70
   758 	   10 	    1 	 0.300 	 0.52130 	   1.37
   758 	   50 	    1 	 0.300 	 0.52432 	   1.88
   758 	   80 	    1 	 0.300 	 0.51717 	   2.26
   758 	  100 	    1 	 0.300 	 0.52020 	   2.51
   758 	  200 	    1 	 0.300 	 0.51337 	   3.76
   758 	  500 	    1 	 0.300 	 0.50260 	   7.82
   758 	  800 	    1 	 0.300 	 0.50885 	  11.76
   758 	 1000 	    1 	 0.300 	 0.50702 	  14.67
   758 	 1500 	    1 	 0.300 	 0.50213 	  21.00
   758 	 2000 	    1 	 0.300 	 0.50155 	  26.79
   758 	 3000 	    1 	 0.300 	 0.50917 	  38.75
   758 	 4000 	    1 	 0.300 	 0.49906 	  51.21
   758 	 5000 	    1 	 0.300 	 0.49793 	  63.78
   758 	   10 	    1 	 0.300 	 0.52509 	   1.35
   758 	   50 	    1 	 0.300 	 0.51997 	   1.87
   758 	   80 	    1 	 0.300 	 0.51399 	   2.23
   758 	  100 	    1 	 0.300 	 0.51806 	   2.48
   758 	  200 	    1 	 0.300 	 0.51213 	   3.75
   758 	  500 	    1 	 0.300 	 0.51115 	   7.72
   758 	  800 	    1 	 0.300 	 0.50867 	  11.27
   758 	 1000 	    1 	 0.300 	 0.50338 	  13.74
   758 	 1500 	    1 	 0.300 	 0.50582 	  19.99
   758 	 2000 	    1 	 0.300 	 0.50226 	  26.25
   758 	 3000 	    1 	 0.300 	 0.49229 	  38.75
   758 	 4000 	    1 	 0.300 	 0.50171 	  51.26
   758 	 5000 	    1 	 0.300 	 0.49753 	  63.76
   758 	   10 	    1 	 0.300 	 0.52751 	   1.35
   758 	   50 	    1 	 0.300 	 0.52236 	   1.88
   758 	   80 	    1 	 0.300 	 0.51779 	   2.25
   758 	  100 	    1 	 0.300 	 0.52061 	   2.49
   758 	  200 	    1 	 0.300 	 0.51598 	   3.74
   758 	  500 	    1 	 0.300 	 0.51194 	   7.49
   758 	  800 	    1 	 0.300 	 0.51075 	  11.24
   758 	 1000 	    1 	 0.300 	 0.50434 	  13.73
   758 	 1500 	    1 	 0.300 	 0.50817 	  19.97
   758 	 2000 	    1 	 0.300 	 0.50482 	  26.28
   758 	 3000 	    1 	 0.300 	 0.49606 	  38.75
   758 	 4000 	    1 	 0.300 	 0.49616 	  51.24
   758 	 5000 	    1 	 0.300 	 0.50006 	  63.74
   758 	   10 	    1 	 0.300 	 0.51859 	   1.37
   758 	   50 	    1 	 0.300 	 0.52630 	   1.86
   758 	   80 	    1 	 0.300 	 0.52826 	   2.25
   758 	  100 	    1 	 0.300 	 0.52326 	   2.49
   758 	  200 	    1 	 0.300 	 0.51880 	   3.74
   758 	  500 	    1 	 0.300 	 0.50573 	   7.49
   758 	  800 	    1 	 0.300 	 0.51057 	  11.25
   758 	 1000 	    1 	 0.300 	 0.50847 	  13.73
   758 	 1500 	    1 	 0.300 	 0.50610 	  20.02
   758 	 2000 	    1 	 0.300 	 0.49920 	  26.25
   758 	 3000 	    1 	 0.300 	 0.49645 	  38.77
   758 	 4000 	    1 	 0.300 	 0.50410 	  51.24
   758 	 5000 	    1 	 0.300 	 0.49735 	  63.76
   758 	   10 	    1 	 0.300 	 0.53599 	   1.35
   758 	   50 	    1 	 0.300 	 0.52374 	   1.88
   758 	   80 	    1 	 0.300 	 0.52127 	   2.24
   758 	  100 	    1 	 0.300 	 0.51905 	   2.49
   758 	  200 	    1 	 0.300 	 0.50948 	   3.73
   758 	  500 	    1 	 0.300 	 0.50723 	   7.51
