   373 	   75 	   60 	 0.54483 	  36.83
   373 	   75 	   60 	 0.54590 	  37.85
   373 	   75 	   60 	 0.55246 	  35.84
   373 	   75 	   60 	 0.56101 	  39.80
   373 	   75 	   60 	 0.55057 	  35.75
   373 	   75 	   60 	 0.54580 	  34.99
   373 	   75 	   60 	 0.54459 	  34.84
   373 	   75 	   60 	 0.55340 	  35.23
   373 	   75 	   60 	 0.55451 	  35.79
   373 	   75 	   60 	 0.54756 	  35.41
   373 	   75 	   60 	 0.54725 	  35.25
   373 	   75 	   60 	 0.54225 	  35.61
   373 	   75 	   60 	 0.53749 	  36.78
   373 	   75 	   60 	 0.53887 	  40.36
   373 	   75 	   60 	 0.54495 	  38.33
   373 	   75 	   60 	 0.54808 	  38.38
   373 	   75 	   60 	 0.53448 	  38.41
   373 	   75 	   60 	 0.54994 	  39.91
   373 	   75 	   60 	 0.54852 	  40.53
   373 	   75 	   60 	 0.55106 	  43.18
   373 	   75 	   60 	 0.54979 	  37.29
   373 	   75 	   60 	 0.55331 	  37.90
   373 	   75 	   60 	 0.54751 	  40.73
   373 	   75 	   60 	 0.55133 	  39.10
   373 	   75 	   60 	 0.54596 	  37.50
   373 	   75 	   60 	 0.54877 	  37.16
   373 	   75 	   60 	 0.54905 	  35.18
   373 	   75 	   60 	 0.55582 	  36.43
   373 	   75 	   60 	 0.54360 	  37.58
   373 	   75 	   60 	 0.54705 	  37.62
   373 	   75 	   60 	 0.55178 	  39.42
   373 	   75 	   60 	 0.54552 	  35.98
   373 	   75 	   60 	 0.55056 	  37.22
   373 	   75 	   60 	 0.54512 	  37.25
   373 	   75 	   60 	 0.54424 	  35.92
   373 	   75 	   60 	 0.54358 	  41.77
   373 	   75 	   60 	 0.53999 	  36.27
   373 	   75 	   60 	 0.55435 	  36.36
   373 	   75 	   60 	 0.54548 	  37.95
   373 	   75 	   60 	 0.54712 	  36.06
   373 	   75 	   60 	 0.54177 	  35.36
   373 	   75 	   60 	 0.55419 	  35.14
   373 	   75 	   60 	 0.54637 	  35.64
   373 	   75 	   60 	 0.55388 	  38.01
   373 	   75 	   60 	 0.55193 	  36.95
   373 	   75 	   60 	 0.54589 	  36.45
   373 	   75 	   60 	 0.55714 	  38.15
   373 	   75 	   60 	 0.54319 	  36.92
   373 	   75 	   60 	 0.54656 	  38.74
   373 	   75 	   60 	 0.54588 	  36.77
   373 	   75 	   60 	 0.55653 	  35.92
   758 	   12 	    1 	 0.53916 	  75.01
   758 	   12 	    1 	 0.53961 	  74.23
   758 	   12 	    1 	 0.54769 	  73.96
   758 	   12 	    1 	 0.54560 	  73.46
   758 	   12 	    1 	 0.54427 	  72.86
   758 	   12 	    1 	 0.53764 	  73.71
   758 	   12 	    1 	 0.54310 	  73.10
   758 	   12 	    1 	 0.54677 	  74.92
   758 	   12 	    1 	 0.55057 	  73.37
   758 	   12 	    1 	 0.54235 	  76.16
   758 	   12 	    1 	 0.54087 	  81.76
   758 	   12 	    1 	 0.54362 	  78.88
   758 	   12 	    1 	 0.54245 	  75.99
   758 	   12 	    1 	 0.53868 	  71.13
   758 	   12 	    1 	 0.53758 	  70.94
   758 	   12 	    1 	 0.53873 	  70.96
   758 	   12 	    1 	 0.53919 	  71.23
   758 	   12 	    1 	 0.54154 	  70.89
   758 	   12 	    1 	 0.54728 	  70.95
   758 	   12 	    1 	 0.53832 	  71.00
   758 	   12 	    1 	 0.53893 	  70.87
   758 	   12 	    1 	 0.54551 	  70.83
   758 	   12 	    1 	 0.54122 	  71.01
   758 	   12 	    1 	 0.54673 	  70.84
